policy,run_id,student_id,test_id,persona,total_marks,total_score,expected_marks,expected_score,negative_penalty_total,score_per_minute,marks_per_minute,total_time_sec,overtime_sec,overtime_violation,accuracy,n_questions,unique_topics,easy_count,medium_count,hard_count,negative_marking_enabled,negative_penalty_ratio
dkt_timebudget,1,158,s158_t10,Average Learner,80.0,62.0,77.63947951182341,59.04934938977927,18.0,1.221626290963212,1.5762919883396287,3045.1211041528118,0.0,0,0.575,40,20,14,20,6,True,0.25
gkt_timebudget,1,158,s158_t10,Average Learner,84.0,67.0,78.59761201724028,60.247015021550354,17.0,1.320144540234439,1.65510658775661,3045.1211041528118,0.0,0,0.575,40,20,14,20,6,True,0.25
bkt_timebudget,1,158,s158_t10,Average Learner,78.0,59.5,80.39850087484548,62.498126093556834,18.5,1.172367166327599,1.536884688631138,3045.121104152811,0.0,0,0.5,40,20,14,20,6,True,0.25
mars_timebudget,1,166,s166_t19,Average Learner,90.0,72.5,103.86905428027278,89.83631785034096,17.5,1.255890532584294,1.5590365232080892,3463.677675034972,0.0,0,0.6739130434782609,46,23,18,26,2,True,0.25
dkt_timebudget,1,166,s166_t19,Average Learner,90.0,63.5,100.07475587719202,76.09344484649003,26.5,1.0559362942164348,1.4966026217240809,3608.1722172711543,8.17221727115475,1,0.4583333333333333,48,21,16,26,6,True,0.25
gkt_timebudget,1,166,s166_t19,Average Learner,82.0,53.5,101.4586603342843,77.82332541785539,28.5,0.8896471140248705,1.3635712775708295,3608.172217271154,8.17221727115384,1,0.4791666666666667,48,21,16,26,6,True,0.25
bkt_timebudget,1,166,s166_t19,Average Learner,92.0,66.0,99.63552302341624,75.54440377927034,26.0,1.09674325049328,1.5287936218997238,3610.6901029196383,10.69010291963832,1,0.4375,48,22,16,26,6,True,0.25
mars_timebudget,1,180,s180_t17,Average Learner,64.0,58.0,67.75325564001112,62.69156955001389,6.0,1.5720619365721369,1.7346890334589096,2213.653240398467,0.0,0,0.75,28,20,9,19,0,True,0.25
dkt_timebudget,1,180,s180_t17,Average Learner,54.0,41.5,52.8975848163295,40.12198102041187,12.5,1.053084491810628,1.370278615849974,2364.48264062725,0.0,0,0.5333333333333333,30,20,9,19,2,True,0.25
gkt_timebudget,1,180,s180_t17,Average Learner,50.0,36.5,54.14107420098068,41.67634275122585,13.5,0.92620684219489,1.2687764961573833,2364.48264062725,0.0,0,0.4666666666666667,30,20,9,19,2,True,0.25
bkt_timebudget,1,180,s180_t17,Average Learner,58.0,46.5,55.50734507495923,43.384181343699055,11.5,1.1799621414263668,1.471780735542565,2364.4826406272496,0.0,0,0.5666666666666667,30,20,9,19,2,True,0.25
mars_timebudget,1,194,s194_t16,Average Learner,120.0,110.5,128.84603864108465,121.5575483013558,9.5,1.8781354486458857,2.039604107126754,3530.0968334206964,0.0,0,0.78,50,20,21,28,1,True,0.25
dkt_timebudget,1,194,s194_t16,Average Learner,92.0,62.0,109.22920601235496,83.5365075154437,30.0,1.0594701684664514,1.5721170241760245,3511.18899872809,0.0,0,0.4,50,23,12,31,7,True,0.25
gkt_timebudget,1,194,s194_t16,Average Learner,108.0,82.0,111.04810594187842,85.81013242734804,26.0,1.401715220365053,1.846161509749094,3509.9854296500184,0.0,0,0.54,50,23,12,31,7,True,0.25
bkt_timebudget,1,194,s194_t16,Average Learner,102.0,79.5,110.16777542932648,89.70971928665806,22.5,1.3692479609014725,1.7567709687037758,3483.664125276165,0.0,0,0.6,50,19,19,26,5,True,0.25
mars_timebudget,1,206,s206_t11,Developing,110.0,102.0,104.83289636481864,95.54112045602328,8.0,1.7729991438185235,1.9120579001964475,3451.778316609506,0.0,0,0.8260869565217391,46,25,19,27,0,True,0.25
dkt_timebudget,1,206,s206_t11,Developing,106.0,89.0,89.43896457127163,68.29870571408952,17.0,1.4592758990591777,1.738013992137897,3659.3491357205294,59.349135720529375,1,0.5918367346938775,49,25,19,26,4,True,0.25
gkt_timebudget,1,206,s206_t11,Developing,96.0,76.5,91.0356421130044,70.2945526412555,19.5,1.2543214188542366,1.574050407973944,3659.3491357205294,59.349135720530285,1,0.5714285714285714,49,25,19,26,4,True,0.25
bkt_timebudget,1,206,s206_t11,Developing,132.0,121.5,99.69198926814728,81.11498658518407,10.5,1.992157547592024,2.164319310964174,3659.349135720529,59.34913572052847,1,0.7346938775510204,49,25,19,26,4,True,0.25
mars_timebudget,1,210,s210_t1,Developing,76.0,72.5,64.88354296031447,58.6044287003931,3.5,1.9706566417033544,2.0657917899235163,2207.3860600292296,0.0,0,0.8928571428571429,28,18,11,15,2,True,0.25
dkt_timebudget,1,210,s210_t1,Developing,58.0,45.5,54.38147684925318,40.97684606156648,12.5,1.1613941263968,1.4804584468354811,2350.623219070141,0.0,0,0.5333333333333333,30,18,11,15,4,True,0.25
gkt_timebudget,1,210,s210_t1,Developing,62.0,50.5,56.25201162689448,43.3150145336181,11.5,1.2890198545722724,1.5825590293758591,2350.623219070141,0.0,0,0.5,30,18,11,15,4,True,0.25
bkt_timebudget,1,210,s210_t1,Developing,78.0,70.5,60.00205895814703,48.00257369768378,7.5,1.7995227672741625,1.9909613595373712,2350.623219070141,0.0,0,0.7,30,18,11,15,4,True,0.25
mars_timebudget,1,254,s254_t17,Struggling,70.0,63.5,72.62859516120866,66.78574395151085,6.5,1.7272055539271003,1.9040061224393232,2205.8752598017686,0.0,0,0.7666666666666667,30,19,12,18,0,True,0.25
dkt_timebudget,1,254,s254_t17,Struggling,54.0,43.5,48.8685620448268,37.08570255603351,10.5,1.1832038046587223,1.4688047230246206,2205.8752598017686,0.0,0,0.5666666666666667,30,19,12,18,0,True,0.25
gkt_timebudget,1,254,s254_t17,Struggling,64.0,56.0,50.56473678561812,39.20592098202266,8.0,1.5232048979514583,1.7408055976588095,2205.8752598017686,0.0,0,0.6666666666666666,30,19,12,18,0,True,0.25
bkt_timebudget,1,254,s254_t17,Struggling,50.0,38.5,50.92493760777519,39.65617200971898,11.5,1.0472033673416277,1.360004373170945,2205.8752598017686,0.0,0,0.5666666666666667,30,19,12,18,0,True,0.25
mars_timebudget,1,256,s256_t14,Struggling,82.0,73.5,84.4087076796794,76.51088459959927,8.5,1.6053554825081595,1.791008837628151,2747.055121467519,0.0,0,0.7777777777777778,36,18,17,17,2,True,0.25
dkt_timebudget,1,256,s256_t14,Struggling,64.0,41.5,78.31916794360885,59.39895992951105,22.5,0.7967592402159425,1.228737141537839,3125.159865513634,0.0,0,0.5,40,20,17,17,6,True,0.25
gkt_timebudget,1,256,s256_t14,Struggling,80.0,61.5,78.73426422656783,59.91783028320978,18.5,1.180739596946517,1.5359214269222987,3125.159865513634,0.0,0,0.425,40,20,17,17,6,True,0.25
bkt_timebudget,1,256,s256_t14,Struggling,80.0,61.5,77.2272628871523,58.03407860894037,18.5,1.180739596946517,1.535921426922299,3125.1598655136336,0.0,0,0.5,40,20,17,17,6,True,0.25
mars_timebudget,1,256,s256_t15,Struggling,116.0,107.5,115.02700141462869,106.2837517682858,8.5,1.7922449686544224,1.933957361524772,3598.83839140724,0.0,0,0.8333333333333334,48,24,23,25,0,True,0.25
dkt_timebudget,1,256,s256_t15,Struggling,84.0,64.5,82.49386178377347,62.61732722971684,19.5,1.0565265794490204,1.3759415918405848,3662.946181645717,62.94618164571739,1,0.5510204081632653,49,25,22,25,2,True,0.25
gkt_timebudget,1,256,s256_t15,Struggling,106.0,92.0,83.8862803471394,64.35785043392426,14.0,1.506983648206355,1.7363072468464524,3662.946181645717,62.94618164571693,1,0.6122448979591837,49,25,22,25,2,True,0.25
bkt_timebudget,1,256,s256_t15,Struggling,82.0,62.0,81.66523061431336,61.58153826789169,20.0,1.0155759368347173,1.3431810777491422,3662.946181645718,62.94618164571784,1,0.5306122448979592,49,25,22,25,2,True,0.25
mars_timebudget,1,256,s256_t3,Struggling,104.0,92.5,101.88640112090036,89.85800140112542,11.5,1.5687293539249154,1.7637605708993644,3537.8951672664634,0.0,0,0.7391304347826086,46,23,17,27,2,True,0.25
dkt_timebudget,1,256,s256_t3,Struggling,94.0,75.0,88.23716402260256,67.7964550282532,19.0,1.2491157058018585,1.5655583512716622,3602.5485702393494,2.548570239349374,1,0.5531914893617021,47,23,15,26,6,True,0.25
gkt_timebudget,1,256,s256_t3,Struggling,84.0,62.5,88.80007958618593,68.50009948273242,21.5,1.0409297548348817,1.399009590498081,3602.5485702393494,2.548570239349374,1,0.5319148936170213,47,23,15,26,6,True,0.25
bkt_timebudget,1,256,s256_t3,Struggling,82.0,60.0,97.58052416972356,79.47565521215452,22.0,0.9992925646414866,1.3656998383433652,3602.548570239349,2.548570239348919,1,0.5319148936170213,47,23,15,26,6,True,0.25
mars_timebudget,1,298,s298_t11,Novice,86.0,74.0,96.89824013800668,87.62280017250836,12.0,1.243032365020041,1.4446051809692368,3571.910213237621,0.0,0,0.7333333333333333,45,23,23,21,1,True,0.25
dkt_timebudget,1,298,s298_t11,Novice,70.0,46.5,84.12864771478891,64.16080964348615,23.5,0.7746968760440229,1.166210351034013,3601.4086106130826,1.408610613082601,1,0.5,46,23,21,20,5,True,0.25
gkt_timebudget,1,298,s298_t11,Novice,84.0,63.5,87.44927880161524,67.81159850201905,20.5,1.053219764741895,1.3932355943042392,3617.4786379305074,17.478637930507375,1,0.5,46,22,20,21,5,True,0.25
bkt_timebudget,1,298,s298_t11,Novice,94.0,76.5,86.06262141638904,66.5782767704863,17.5,1.2745013122014572,1.5660538999599605,3601.408610613082,1.4086106130821463,1,0.5434782608695652,46,24,21,20,5,True,0.25
mars_timebudget,2,21,s21_t11,Advanced Learner,68.0,49.5,91.52293704654136,78.90367130817671,18.5,0.9364793840315012,1.286476729578628,3171.452624204373,0.0,0,0.6,45,22,17,27,1,True,0.25
dkt_timebudget,2,21,s21_t11,Advanced Learner,112.0,93.0,95.69264944962092,72.61581181202615,19.0,1.5706233197797843,1.8915033528530736,3552.729626338648,0.0,0,0.62,50,22,17,27,6,True,0.25
gkt_timebudget,2,21,s21_t11,Advanced Learner,108.0,88.0,97.23269483021328,74.54086853776658,20.0,1.4861812058131292,1.8239496616797493,3552.7296263386484,0.0,0,0.56,50,22,17,27,6,True,0.25
bkt_timebudget,2,21,s21_t11,Advanced Learner,106.0,85.5,97.8555830255258,75.31947878190722,20.5,1.443960148829802,1.790172816093088,3552.7296263386474,0.0,0,0.58,50,22,17,27,6,True,0.25
mars_timebudget,2,21,s21_t19,Advanced Learner,116.0,105.5,114.12456215731191,103.15570269663988,10.5,1.8532228975378569,2.037666882600866,3415.6711577489527,0.0,0,0.8163265306122449,49,23,21,27,1,True,0.25
dkt_timebudget,2,21,s21_t19,Advanced Learner,84.0,63.5,84.67827657182166,64.34784571477707,20.5,1.0957857628775842,1.4495433713656232,3476.9570194038324,0.0,0,0.46,50,24,21,27,2,True,0.25
gkt_timebudget,2,21,s21_t19,Advanced Learner,92.0,73.5,86.57399645764777,66.7174955720597,18.5,1.2683504499449203,1.587595121019492,3476.9570194038324,0.0,0,0.54,50,24,21,27,2,True,0.25
bkt_timebudget,2,21,s21_t19,Advanced Learner,98.0,82.0,86.36850577481883,67.46063221852351,16.0,1.435387493392176,1.715463101858942,3427.645860542384,0.0,0,0.6326530612244898,49,23,21,26,2,True,0.25
mars_timebudget,2,27,s27_t20,High Achiever,114.0,105.0,113.08438119896888,103.85547649871106,9.0,1.8169566223410445,1.9726957613988485,3467.336491436329,0.0,0,0.8,50,25,19,31,0,True,0.25
dkt_timebudget,2,27,s27_t20,High Achiever,102.0,77.5,103.3863815665245,79.23297695815563,24.5,1.3360274527341194,1.7583845184371636,3480.4674039324464,0.0,0,0.56,50,26,12,30,8,True,0.25
gkt_timebudget,2,27,s27_t20,High Achiever,130.0,112.5,103.3934485912323,79.24181073904037,17.5,1.938506208191281,2.240051618354369,3482.0626168115678,0.0,0,0.62,50,24,12,30,8,True,0.25
bkt_timebudget,2,27,s27_t20,High Achiever,108.0,86.0,108.88882018334886,87.11102522918605,22.0,1.476256610958725,1.853903650971422,3495.3272769081404,0.0,0,0.66,50,24,12,30,8,True,0.25
mars_timebudget,2,35,s35_t4,High Achiever,146.0,140.5,129.12900184153625,119.41125230192031,5.5,2.5211181606990416,2.619809618947047,3343.7544227052717,0.0,0,0.9,50,27,17,31,2,True,0.25
dkt_timebudget,2,35,s35_t4,High Achiever,106.0,83.0,100.89113685482263,76.6139210685283,23.0,1.5056270925320885,1.9228490579325463,3307.591916152947,0.0,0,0.58,50,24,13,30,7,True,0.25
gkt_timebudget,2,35,s35_t4,High Achiever,110.0,88.0,102.83374705904244,79.04218382380307,22.0,1.5960902800895187,1.9951128501118984,3308.083550075792,0.0,0,0.6,50,25,13,30,7,True,0.25
bkt_timebudget,2,35,s35_t4,High Achiever,106.0,85.5,105.23636850003264,84.54546062504083,20.5,1.5426645959327714,1.9125432417412136,3325.415008243025,0.0,0,0.64,50,26,17,28,5,True,0.25
mars_timebudget,2,49,s49_t20,High Achiever,120.0,112.5,116.57613824326928,108.22017280408662,7.5,1.9747722238097312,2.1064237053970465,3418.1157293056804,0.0,0,0.86,50,24,29,21,0,True,0.25
dkt_timebudget,2,49,s49_t20,High Achiever,86.0,59.0,98.05006745774696,74.06258432218368,27.0,1.0458146921665126,1.5244078563783063,3384.920891354592,0.0,0,0.48,50,23,19,24,7,True,0.25
gkt_timebudget,2,49,s49_t20,High Achiever,132.0,116.5,101.02051690537878,77.77564613172348,15.5,2.066107411468201,2.340997238745086,3383.173576166024,0.0,0,0.68,50,23,20,23,7,True,0.25
bkt_timebudget,2,49,s49_t20,High Achiever,66.0,37.0,97.48449235974232,76.35561544967793,29.0,0.6513156446661266,1.1618062850801176,3408.485606296165,0.0,0,0.44,50,25,24,19,7,True,0.25
mars_timebudget,2,49,s49_t4,High Achiever,96.0,81.5,112.59784882134709,102.24731102668387,14.5,1.398507287772469,1.6473214678056074,3496.5852825756474,0.0,0,0.72,50,24,25,25,0,True,0.25
dkt_timebudget,2,49,s49_t4,High Achiever,108.0,88.0,95.8702284693718,72.83778558671474,20.0,1.5233080068143876,1.869514371999476,3466.140778083207,0.0,0,0.54,50,27,18,28,4,True,0.25
gkt_timebudget,2,49,s49_t4,High Achiever,70.0,41.5,95.57068574428558,73.46335718035698,28.5,0.7260712339054264,1.22469846682843,3429.415577596526,0.0,0,0.4,50,28,19,27,4,True,0.25
bkt_timebudget,2,49,s49_t4,High Achiever,82.0,56.0,102.54265574651907,81.67831968314887,26.0,0.963203615299278,1.4104052938310856,3488.358999728226,0.0,0,0.48,50,29,19,28,3,True,0.25
mars_timebudget,2,53,s53_t19,Strong Performer,132.0,128.5,119.92258786548209,113.4032348318526,3.5,2.200969571402721,2.260918158950655,3503.001631724634,0.0,0,0.9148936170212766,47,25,24,23,0,True,0.25
dkt_timebudget,2,53,s53_t19,Strong Performer,62.0,38.0,80.18449165423712,60.7306145677964,24.0,0.6189812780208148,1.009916822033961,3683.471667011113,83.47166701111291,1,0.3673469387755102,49,25,25,23,1,True,0.25
gkt_timebudget,2,53,s53_t19,Strong Performer,62.0,38.0,82.30257268746695,63.37821585933368,24.0,0.6189812780208149,1.0099168220339612,3683.471667011113,83.47166701111246,1,0.4285714285714285,49,25,25,23,1,True,0.25
bkt_timebudget,2,53,s53_t19,Strong Performer,90.0,76.0,81.22916875054617,65.03646093818267,14.0,1.3967417750605908,1.6540363125717523,3264.740900158289,0.0,0,0.6136363636363636,44,24,21,22,1,True,0.25
mars_timebudget,2,53,s53_t9,Strong Performer,50.0,43.5,53.95534559676815,48.44418199596019,6.5,1.5150703577566755,1.741460181329512,1722.6922740832697,0.0,0,0.7391304347826086,23,16,9,14,0,True,0.25
dkt_timebudget,2,53,s53_t9,Strong Performer,88.0,78.0,65.48609212034464,49.8576151504308,10.0,2.1129320978529176,2.3838208283468814,2214.931565834813,0.0,0,0.6333333333333333,30,19,9,15,6,True,0.25
gkt_timebudget,2,53,s53_t9,Strong Performer,68.0,53.0,66.0472571551156,50.55907144389451,15.0,1.435710271618008,1.8420433673589536,2214.931565834813,0.0,0,0.5,30,19,9,15,6,True,0.25
bkt_timebudget,2,53,s53_t9,Strong Performer,70.0,55.5,69.61260542215592,55.01575677769486,14.5,1.5034324542414992,1.896221113457747,2214.931565834813,0.0,0,0.5333333333333333,30,19,9,15,6,True,0.25
mars_timebudget,2,105,s105_t18,Competent,86.0,80.0,78.27511992045598,70.34389990056998,6.0,1.874294757101678,2.014866863884304,2560.963253945444,0.0,0,0.8333333333333334,36,20,18,15,3,True,0.25
dkt_timebudget,2,105,s105_t18,Competent,62.0,41.5,73.13762216170629,55.42202770213287,20.5,0.8686749447079718,1.297779435467331,2866.434694783421,0.0,0,0.325,40,20,18,15,7,True,0.25
gkt_timebudget,2,105,s105_t18,Competent,68.0,49.0,75.29596553643545,58.11995692054431,19.0,1.025664392546762,1.4233709937383634,2866.434694783421,0.0,0,0.475,40,20,18,15,7,True,0.25
bkt_timebudget,2,105,s105_t18,Competent,64.0,44.0,72.02319589084499,54.02899486355625,20.0,0.9210047606542352,1.339643288224342,2866.434694783421,0.0,0,0.475,40,20,18,15,7,True,0.25
mars_timebudget,2,112,s112_t13,Competent,60.0,56.5,56.65297272981734,52.31621591227167,3.5,1.7491755286906168,1.8575315348926904,1938.0559265756808,0.0,0,0.84,25,18,12,13,0,True,0.25
dkt_timebudget,2,112,s112_t13,Competent,62.0,49.5,56.92041410150982,43.15051762688728,12.5,1.2738221021862108,1.595494350213032,2331.5657617360425,0.0,0,0.5666666666666667,30,21,12,13,5,True,0.25
gkt_timebudget,2,112,s112_t13,Competent,40.0,22.0,58.28546239080883,44.85682798851104,18.0,0.5661431565272048,1.029351193685827,2331.5657617360425,0.0,0,0.4,30,21,12,13,5,True,0.25
bkt_timebudget,2,112,s112_t13,Competent,62.0,49.5,58.81381820037347,45.51727275046685,12.5,1.2738221021862104,1.5954943502130312,2331.5657617360434,0.0,0,0.5,30,21,12,13,5,True,0.25
mars_timebudget,2,122,s122_t14,Competent,78.0,68.0,83.10647964388026,74.38309955485036,10.0,1.5983148565442418,1.8333611589772183,2552.6885289807506,0.0,0,0.7714285714285715,35,22,13,18,4,True,0.25
dkt_timebudget,2,122,s122_t14,Competent,72.0,51.0,79.52413998262303,60.40517497827878,21.0,1.0436062756493605,1.4733265067990973,2932.1402825945866,0.0,0,0.525,40,23,13,18,9,True,0.25
gkt_timebudget,2,122,s122_t14,Competent,92.0,76.0,81.12058417217152,62.4007302152144,16.0,1.5551779793990472,1.8825838697988464,2932.1402825945866,0.0,0,0.575,40,23,13,18,9,True,0.25
bkt_timebudget,2,122,s122_t14,Competent,68.0,46.0,78.07731189181386,58.59663986476731,22.0,0.9412919348994232,1.3914750341991475,2932.1402825945866,0.0,0,0.525,40,23,13,18,9,True,0.25
mars_timebudget,2,125,s125_t12,Competent,102.0,90.5,109.1291362993322,99.41142037416525,11.5,1.5282016193899115,1.7223929853897346,3553.1960777320496,0.0,0,0.7551020408163265,49,28,23,25,1,True,0.25
dkt_timebudget,2,125,s125_t12,Competent,102.0,77.0,104.7147335211436,80.3934169014295,25.0,1.3028809958812897,1.7258943062323573,3545.987710777037,0.0,0,0.48,50,26,13,28,9,True,0.25
gkt_timebudget,2,125,s125_t12,Competent,74.0,42.0,105.10569403568904,80.8821175446113,32.0,0.7106623613897942,1.2521193986391612,3545.987710777037,0.0,0,0.38,50,26,13,28,9,True,0.25
bkt_timebudget,2,125,s125_t12,Competent,118.0,100.5,108.2101296431685,88.26266205396063,17.5,1.700124024203854,1.996165520955769,3546.8000652621627,0.0,0,0.6,50,27,19,25,6,True,0.25
mars_timebudget,2,133,s133_t10,Competent,58.0,44.0,76.08534273319829,66.60667841649786,14.0,1.004771270981326,1.3244712208390208,2627.4636588898497,0.0,0,0.6,35,21,15,20,0,True,0.25
dkt_timebudget,2,133,s133_t10,Competent,72.0,54.0,72.5616583557839,54.702072944729885,18.0,1.0682755125544314,1.424367350072575,3032.9254596996234,0.0,0,0.55,40,23,15,23,2,True,0.25
gkt_timebudget,2,133,s133_t10,Competent,66.0,46.5,73.74358901698538,56.17948627123173,19.5,0.9199039135885384,1.3056700708998608,3032.9254596996234,0.0,0,0.475,40,23,15,23,2,True,0.25
bkt_timebudget,2,133,s133_t10,Competent,88.0,75.0,75.1174016078841,58.89675200985511,13.0,1.520579097489649,1.7841461410545214,2959.398828662797,0.0,0,0.6410256410256411,39,22,15,22,2,True,0.25
mars_timebudget,2,136,s136_t10,Average Learner,70.0,63.5,70.17999239504742,63.72499049380925,6.5,1.552109787513669,1.710987167337903,2454.723261621367,0.0,0,0.8125,32,19,16,15,1,True,0.25
dkt_timebudget,2,136,s136_t10,Average Learner,60.0,35.5,79.8781807123971,60.34772589049638,24.5,0.690977337423267,1.1678490209970709,3082.5902452069013,0.0,0,0.45,40,21,16,16,8,True,0.25
gkt_timebudget,2,136,s136_t10,Average Learner,94.0,78.0,82.09295293682337,63.116191171029215,16.0,1.518203727296192,1.829630132895411,3082.5902452069013,0.0,0,0.55,40,21,16,16,8,True,0.25
bkt_timebudget,2,136,s136_t10,Average Learner,92.0,75.5,82.26894755513196,63.33618444391499,16.5,1.469543351421314,1.7907018321955084,3082.5902452069017,0.0,0,0.575,40,21,16,16,8,True,0.25
mars_timebudget,2,136,s136_t17,Average Learner,70.0,62.5,69.72819950127392,62.160249376592425,7.5,1.6845510059605258,1.8866971266757888,2226.1124695727226,0.0,0,0.8,30,21,13,16,1,True,0.25
dkt_timebudget,2,136,s136_t17,Average Learner,56.0,45.0,51.32183440526327,39.152293006579086,11.0,1.2128767242915783,1.5093577013406307,2226.112469572723,0.0,0,0.5,30,21,13,16,1,True,0.25
gkt_timebudget,2,136,s136_t17,Average Learner,56.0,45.0,52.40285476048788,40.50356845060985,11.0,1.2128767242915783,1.5093577013406307,2226.112469572723,0.0,0,0.4666666666666667,30,21,13,16,1,True,0.25
bkt_timebudget,2,136,s136_t17,Average Learner,60.0,50.0,52.38607404010892,40.48259255013614,10.0,1.3476408047684207,1.617168965722105,2226.1124695727226,0.0,0,0.5666666666666667,30,21,13,16,1,True,0.25
mars_timebudget,2,136,s136_t4,Average Learner,98.0,81.5,110.90282084375409,97.6285260546926,16.5,1.360925184770997,1.6364499154301564,3593.143880883385,0.0,0,0.66,50,19,21,28,1,True,0.25
dkt_timebudget,2,136,s136_t4,Average Learner,102.0,78.5,101.08141352274478,77.35176690343098,23.5,1.3307033196472056,1.7290667338091077,3539.4816639134183,0.0,0,0.5,50,20,16,29,5,True,0.25
gkt_timebudget,2,136,s136_t4,Average Learner,88.0,61.0,100.9551385197884,77.1939231497355,27.0,1.0340497133564273,1.4917438487764851,3539.4816639134183,0.0,0,0.46,50,20,16,29,5,True,0.25
bkt_timebudget,2,136,s136_t4,Average Learner,84.0,58.0,103.04490474682018,81.80613093352522,26.0,0.9740501735627876,1.4106933548150715,3572.711236497386,0.0,0,0.52,50,22,20,26,4,True,0.25
mars_timebudget,2,138,s138_t20,Average Learner,122.0,115.0,116.9899795462671,108.73747443283386,7.0,1.9514026407410483,2.0701836710470256,3535.9181421317094,0.0,0,0.8571428571428571,49,20,25,23,1,True,0.25
dkt_timebudget,2,138,s138_t20,Average Learner,72.0,38.0,104.63769255744086,78.79711569680109,34.0,0.6438358418822713,1.2198994898821982,3541.2753557403066,0.0,0,0.36,50,21,21,18,11,True,0.25
gkt_timebudget,2,138,s138_t20,Average Learner,148.0,133.0,108.72217355834113,83.90271694792642,15.0,2.2535182851359417,2.507674482707664,3541.1294652613005,0.0,0,0.62,50,21,21,18,11,True,0.25
bkt_timebudget,2,138,s138_t20,Average Learner,126.0,107.0,118.24904347389156,97.31130434236442,19.0,1.753380157377916,2.064728035790817,3661.499175170751,61.49917517075073,1,0.7,50,20,20,20,10,True,0.25
mars_timebudget,2,153,s153_t2,Average Learner,74.0,63.0,81.6697084899717,72.58713561246462,11.0,1.4071679077632886,1.652863891658466,2686.246594415558,0.0,0,0.6944444444444444,36,23,14,22,0,True,0.25
dkt_timebudget,2,153,s153_t2,Average Learner,76.0,57.0,76.33832890006667,57.42291112508335,19.0,1.1356515381023298,1.5142020508031062,3011.487137784192,0.0,0,0.5,40,23,14,22,4,True,0.25
gkt_timebudget,2,153,s153_t2,Average Learner,80.0,62.0,78.74932986709243,60.43666233386554,18.0,1.2352700940762182,1.593896895582217,3011.487137784192,0.0,0,0.45,40,23,14,22,4,True,0.25
bkt_timebudget,2,153,s153_t2,Average Learner,74.0,54.5,74.90735011070589,55.63418763838235,19.5,1.0858422601153856,1.474354628413551,3011.4871377841914,0.0,0,0.575,40,23,14,22,4,True,0.25
mars_timebudget,2,153,s153_t8,Average Learner,140.0,133.0,129.6523201568115,120.06540019601437,7.0,2.189359188882718,2.304588619876545,3644.902143294442,44.902143294441885,1,0.875,48,23,14,31,3,True,0.25
dkt_timebudget,2,153,s153_t8,Average Learner,86.0,60.5,96.07813211849758,73.09766514812196,25.5,1.002008589790463,1.4243427887930546,3622.7234346954,22.7234346954001,1,0.4791666666666667,48,24,11,31,6,True,0.25
gkt_timebudget,2,153,s153_t8,Average Learner,122.0,105.5,97.73850926331112,75.17313657913888,16.5,1.7473042350891546,2.020579305032008,3622.7234346954,22.723434695399646,1,0.6458333333333334,48,24,11,31,6,True,0.25
bkt_timebudget,2,153,s153_t8,Average Learner,88.0,64.0,99.18286136678482,77.97857670848103,24.0,1.0588764820131586,1.4559551627680931,3626.485303270982,26.485303270982055,1,0.5,48,23,13,30,5,True,0.25
mars_timebudget,2,158,s158_t10,Average Learner,64.0,51.5,74.28301861239227,64.35377326549033,12.5,1.1511056003611548,1.4305001635556098,2684.375785358463,0.0,0,0.6857142857142857,35,18,14,20,1,True,0.25
dkt_timebudget,2,158,s158_t10,Average Learner,86.0,69.5,77.26675086602187,58.583438582527336,16.5,1.3694036648700525,1.694513887465101,3045.1211041528118,0.0,0,0.575,40,20,14,20,6,True,0.25
gkt_timebudget,2,158,s158_t10,Average Learner,56.0,32.0,78.63400226220107,60.292502827751335,24.0,0.6305167953358515,1.10340439183774,3045.1211041528118,0.0,0,0.375,40,20,14,20,6,True,0.25
bkt_timebudget,2,158,s158_t10,Average Learner,82.0,64.5,76.66084112499617,57.826051406245206,17.5,1.2708854155988256,1.6156992880481194,3045.1211041528118,0.0,0,0.5,40,20,14,20,6,True,0.25
mars_timebudget,2,166,s166_t19,Average Learner,94.0,77.5,103.90045677538556,89.87557096923194,16.5,1.3425036727625217,1.6283270353506711,3463.677675034971,0.0,0,0.6739130434782609,46,23,18,26,2,True,0.25
dkt_timebudget,2,166,s166_t19,Average Learner,128.0,111.0,101.22622600191356,77.53278250239194,17.0,1.8458099001263668,2.1285015064520265,3608.172217271154,8.17221727115384,1,0.5833333333333334,48,21,16,26,6,True,0.25
gkt_timebudget,2,166,s166_t19,Average Learner,76.0,46.0,101.19155195348978,77.48943994186223,30.0,0.764930228881197,1.2637977694558908,3608.172217271154,8.17221727115384,1,0.4166666666666667,48,21,16,26,6,True,0.25
bkt_timebudget,2,166,s166_t19,Average Learner,100.0,76.0,100.26203961634018,76.32754952042522,24.0,1.2631030180436946,1.661977655320651,3610.156839829715,10.156839829714954,1,0.5208333333333334,48,22,16,26,6,True,0.25
mars_timebudget,2,180,s180_t17,Average Learner,56.0,48.0,66.3494757063094,60.936844632886746,8.0,1.301016775094182,1.5178529042765458,2213.653240398467,0.0,0,0.6785714285714286,28,20,9,19,0,True,0.25
dkt_timebudget,2,180,s180_t17,Average Learner,42.0,26.5,52.13527663599732,39.16909579499664,15.5,0.6724515429634134,1.0657722567722023,2364.4826406272496,0.0,0,0.4333333333333333,30,20,9,19,2,True,0.25
